,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Fuel_Efficiency,Engine,Power,Seats,New_Price,Price,Annual_Km_Driven,Age
4101,4231,Honda Brio VX AT,Hyderabad,2013,47000,1,1,First,16.5,1198.0,86.8,5.0,20.48,5.4,3916.67,12
4102,4232,Maruti Wagon R AMT VXI,Jaipur,2017,34000,1,1,First,20.51,998.0,67.0,5.0,20.48,4.35,4250.0,8
4103,4233,Audi Q3 30 TDI Premium FWD,Coimbatore,2018,22060,0,1,First,18.51,1968.0,147.51,5.0,44.8,32.73,3151.43,7
4104,4234,Mercedes-Benz M-Class ML 350 4Matic,Chennai,2012,63000,0,1,First,0.0,2987.0,165.0,5.0,20.48,26.0,4846.15,13
4105,4235,Maruti Wagon R LXI,Jaipur,2011,80000,1,0,First,18.9,998.0,67.1,5.0,20.48,2.5,5714.29,14
4106,4236,Audi A4 35 TDI Premium Plus,Kochi,2015,13506,0,1,First,18.25,1968.0,187.74,5.0,50.4,21.66,1350.6,10
4107,4237,Renault KWID RXT Optional,Mumbai,2016,16000,1,0,First,25.17,799.0,53.3,5.0,4.78,2.99,1777.78,9
4108,4238,Maruti Alto 800 2016-2019 VXI,Kolkata,2016,31006,1,0,First,24.7,796.0,47.3,5.0,20.48,2.61,3445.11,9
4109,4239,Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2013,91200,0,0,First,12.99,2494.0,100.0,8.0,20.48,8.25,7600.0,12
4110,4240,Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,2015,43000,1,1,First,14.53,1794.0,138.1,5.0,20.48,12.5,4300.0,10
4111,4241,Ford Figo 2015-2019 1.5D Titanium Plus MT,Hyderabad,2015,45000,0,0,First,25.83,1498.0,99.0,5.0,20.48,5.5,4500.0,10
4112,4242,Honda Brio S MT,Coimbatore,2014,28637,1,0,First,19.4,1198.0,86.8,5.0,20.48,5.53,2603.36,11
4113,4243,Ford Ikon 1.6 ZXI NXt,Pune,2004,69870,1,0,Second,14.2,1597.0,92.0,5.0,20.48,1.1,3327.14,21
4114,4244,Mahindra Scorpio 2009-2014 LX 2WD 7S,Mumbai,2014,84000,0,0,First,12.05,2179.0,120.0,7.0,20.48,6.85,7636.36,11
4115,4245,Mercedes-Benz S-Class 320 L,Coimbatore,2007,84143,1,0,First,13.0,2987.0,210.0,5.0,20.48,17.09,4674.61,18
4116,4246,Mahindra Scorpio SLE BSIV,Delhi,2012,77000,0,0,Second,12.05,2179.0,120.0,8.0,20.48,4.93,5923.08,13
4117,4247,Land Rover Freelander 2 SE,Ahmedabad,2012,75000,0,1,Second,12.39,2179.0,147.51,5.0,20.48,17.5,5769.23,13
4118,4248,Chevrolet Beat LS,Delhi,2011,76155,1,0,First,18.6,1199.0,79.4,5.0,20.48,1.95,5439.64,14
4119,4249,Maruti Swift ZDi,Bangalore,2014,98000,0,0,First,22.9,1248.0,74.0,5.0,20.48,6.1,8909.09,11
4120,4250,Toyota Corolla H2,Mumbai,2008,48233,1,0,Second,13.4,1794.0,125.0,5.0,20.48,1.8,2837.24,17
4121,4251,Audi Q5 3.0 TDI Quattro,Bangalore,2015,63000,0,1,First,13.22,2967.0,241.4,5.0,20.48,34.5,6300.0,10
4122,4252,Hyundai EON Era Plus,Coimbatore,2015,34063,1,0,First,21.1,814.0,55.2,5.0,20.48,4.01,3406.3,10
4123,4253,Honda Amaze S Petrol,Kolkata,2013,32576,1,0,First,19.5,1199.0,88.76,5.0,7.36,3.15,2714.67,12
4124,4254,Ford Figo Aspire 1.5 Ti-VCT Titanium,Mumbai,2015,28843,1,1,First,17.01,1499.0,110.5,5.0,20.48,5.49,2884.3,10
4125,4255,Renault Duster 110PS Diesel RxL AMT,Bangalore,2016,26000,0,1,Second,19.6,1461.0,108.45,5.0,20.48,10.0,2888.89,9
4126,4256,Honda City V AT,Kolkata,2013,39000,1,1,First,15.6,1497.0,116.3,5.0,20.48,4.55,3250.0,12
4127,4257,Maruti Alto LXi,Mumbai,2010,66000,1,0,First,19.7,796.0,46.3,5.0,20.48,1.5,4400.0,15
4128,4258,Hyundai i10 Magna 1.2,Kolkata,2011,38002,1,0,First,20.36,1197.0,78.9,5.0,20.48,2.15,2714.43,14
4129,4259,Chevrolet Spark 1.0 LS,Chennai,2010,49000,1,0,Second,18.0,995.0,62.0,5.0,20.48,1.4,3266.67,15
4130,4260,Skoda Rapid 1.5 TDI Ambition Plus,Bangalore,2014,52000,0,0,First,21.14,1498.0,103.6,5.0,20.48,6.2,4727.27,11
4131,4261,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2013,56500,0,1,First,17.68,1968.0,174.33,5.0,20.48,19.8,4708.33,12
4132,4262,Honda Jazz 1.2 V i VTEC,Mumbai,2015,20568,1,0,First,18.7,1199.0,88.7,5.0,20.48,5.6,2056.8,10
4133,4263,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2015,26000,1,0,First,15.29,1591.0,121.3,5.0,20.48,9.5,2600.0,10
4134,4264,Chevrolet Beat LS,Delhi,2012,56000,1,0,First,18.6,1199.0,79.4,5.0,20.48,2.21,4307.69,13
4135,4265,Datsun redi-GO T Option,Coimbatore,2017,27509,1,0,First,22.7,799.0,53.64,5.0,4.04,3.31,3438.62,8
4136,4266,Hyundai Xcent 1.2 Kappa S Option,Kochi,2016,36216,1,0,First,19.1,1197.0,81.86,5.0,20.48,5.44,4024.0,9
4137,4267,Mercedes-Benz E-Class 230 E AT,Kolkata,2009,28888,1,1,First,10.0,2496.0,157.7,5.0,20.48,7.56,1805.5,16
4138,4268,Maruti Swift ZDi,Jaipur,2011,120000,0,0,Second,22.9,1248.0,74.0,5.0,20.48,3.2,8571.43,14
4139,4269,Maruti Celerio ZXI,Kochi,2018,31396,1,0,First,23.1,998.0,67.04,5.0,20.48,5.53,4485.14,7
4140,4270,Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2015,79000,0,1,First,19.3,1968.0,141.0,5.0,20.48,17.0,7900.0,10
4141,4271,Honda City 1.5 V AT,Delhi,2010,62000,1,1,First,16.8,1497.0,118.0,5.0,20.48,3.55,4133.33,15
4142,4272,Honda Accord V6 AT,Chennai,2006,120000,1,1,Second,9.0,2997.0,218.0,5.0,20.48,2.65,6315.79,19
4143,4273,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,53000,1,1,First,14.67,1798.0,177.46,5.0,33.36,17.85,5888.89,9
4144,4274,Toyota Innova 2.5 G (Diesel) 8 Seater,Coimbatore,2010,124313,0,0,First,12.99,2494.0,100.6,8.0,20.48,7.96,8287.53,15
4145,4275,Maruti Celerio VXI AT,Pune,2015,26725,1,1,First,23.1,998.0,67.04,5.0,20.48,4.25,2672.5,10
4146,4276,Maruti Ertiga VDI,Kolkata,2014,45617,0,0,First,20.77,1248.0,88.76,7.0,20.48,5.85,4147.0,11
4147,4277,Mercedes-Benz A Class A180 CDI,Mumbai,2013,37000,0,1,First,20.0,2143.0,107.3,5.0,20.48,13.0,3083.33,12
4148,4278,Mahindra Xylo E2,Kochi,2010,109147,0,0,First,14.0,2498.0,112.0,8.0,20.48,2.65,7276.47,15
4149,4279,Honda Amaze E i-Dtech,Ahmedabad,2014,59000,0,0,First,25.8,1498.0,98.6,5.0,20.48,4.75,5363.64,11
4150,4280,Renault KWID RXT,Pune,2015,28000,1,0,First,25.17,799.0,53.3,5.0,20.48,2.65,2800.0,10
4151,4281,Renault KWID RXT,Pune,2017,4700,1,0,First,25.17,799.0,53.3,5.0,20.48,3.0,587.5,8
4152,4282,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,72469,0,1,First,12.07,2967.0,241.4,7.0,20.48,32.52,6588.09,11
4153,4283,Hyundai Verna 1.6 SX CRDI (O) AT,Pune,2014,57539,0,1,First,22.32,1582.0,126.32,5.0,20.48,7.75,5230.82,11
4154,4284,Toyota Innova Crysta 2.8 ZX AT,Delhi,2016,42000,0,1,First,11.36,2755.0,171.5,7.0,26.55,19.6,4666.67,9
4155,4285,Hyundai i20 Sportz Option,Delhi,2010,62489,1,0,First,17.0,1197.0,80.0,5.0,20.48,2.6,4165.93,15
4156,4286,Volkswagen Polo Petrol Comfortline 1.2L,Mumbai,2013,51167,1,0,First,16.47,1198.0,73.9,5.0,20.48,3.76,4263.92,12
4157,4287,Volkswagen Vento Diesel Trendline,Chennai,2012,130000,0,0,First,20.54,1598.0,103.6,5.0,20.48,4.75,10000.0,13
4158,4288,Honda City ZX GXi,Mumbai,2007,63000,1,0,Second,17.7,1497.0,78.0,5.0,20.48,1.75,3500.0,18
4159,4289,Hyundai Verna Transform Xxi ABS,Bangalore,2011,60000,1,0,First,16.2,1599.0,103.2,5.0,20.48,3.95,4285.71,14
4160,4290,Hyundai Accent GLE,Pune,2005,123200,1,0,Second,13.2,1495.0,94.0,5.0,20.48,1.0,6160.0,20
4161,4291,Skoda Laura Ambiente 2.0 TDI CR AT,Jaipur,2011,115692,0,1,First,20.0,1968.0,138.1,5.0,20.48,4.5,8263.71,14
4162,4292,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Coimbatore,2011,87073,1,1,First,10.93,2497.0,204.0,5.0,20.48,17.23,6219.5,14
4163,4293,Hyundai i20 Sportz 1.2,Kochi,2015,40901,1,0,First,18.6,1197.0,81.83,5.0,20.48,5.76,4090.1,10
4164,4294,Hyundai i10 Magna 1.2,Coimbatore,2013,36264,1,0,First,20.36,1197.0,78.9,5.0,20.48,4.32,3022.0,12
4165,4295,Hyundai i10 Magna 1.1L,Delhi,2009,60000,1,0,Second,19.81,1086.0,68.05,5.0,20.48,1.9,3750.0,16
4166,4296,Volkswagen Ameo 1.2 MPI Anniversary Edition,Pune,2018,20000,1,0,First,17.0,1198.0,74.0,5.0,20.48,5.5,2857.14,7
4167,4297,Toyota Camry 2.5 G,Mumbai,2014,68400,1,1,First,12.98,2494.0,178.4,5.0,20.48,13.5,6218.18,11
4168,4298,Mahindra XUV500 W8 2WD,Bangalore,2013,71231,0,0,Second,16.0,2179.0,140.0,7.0,20.48,9.75,5935.92,12
4169,4299,Skoda Superb Elegance 2.0 TDI CR AT,Hyderabad,2011,75000,0,1,First,17.2,1968.0,138.1,5.0,20.48,9.44,5357.14,14
4170,4300,Maruti Wagon R VXI AMT,Mumbai,2018,1997,1,1,First,22.5,998.0,67.0,5.0,6.14,4.45,285.29,7
4171,4301,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,47300,0,0,First,24.3,1248.0,88.5,5.0,11.96,8.85,5255.56,9
4172,4302,Hyundai Santro Xing GL,Delhi,2012,61449,1,0,First,0.0,1086.0,62.0,5.0,20.48,2.15,4726.85,13
4173,4303,Volkswagen Vento Diesel Comfortline,Kochi,2013,47910,0,0,First,20.54,1598.0,103.6,5.0,20.48,4.89,3992.5,12
4174,4304,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,62000,0,0,First,20.14,1498.0,88.8,5.0,20.48,6.25,6200.0,10
4175,4305,Maruti Swift ZDi,Chennai,2012,65060,0,0,First,22.9,1248.0,74.0,5.0,20.48,4.8,5004.62,13
4176,4306,Hyundai i10 Era 1.1,Jaipur,2008,82203,1,0,First,19.81,1086.0,68.05,5.0,20.48,1.8,4835.47,17
4177,4307,Mahindra XUV500 W8 2WD,Kolkata,2013,44000,0,0,First,16.0,2179.0,140.0,7.0,20.48,7.25,3666.67,12
4178,4308,Maruti Ertiga VDI,Coimbatore,2014,53817,0,0,First,25.47,1248.0,88.5,7.0,11.44,7.56,4892.45,11
4179,4309,Mahindra XUV500 W8 2WD,Kochi,2013,61591,0,0,First,16.0,2179.0,140.0,7.0,20.48,6.82,5132.58,12
4180,4310,Tata Manza Aura Quadrajet BS IV,Jaipur,2011,86500,0,0,Second,21.12,1248.0,88.8,5.0,20.48,1.8,6178.57,14
4181,4311,Mercedes-Benz E-Class 280 CDI,Pune,2009,100000,0,1,First,11.0,2987.0,198.5,5.0,20.48,11.5,6250.0,16
4182,4312,Maruti SX4 Zxi with Leather BSIII,Chennai,2010,87000,1,0,First,15.6,1586.0,104.68,5.0,20.48,2.8,5800.0,15
4183,4313,Maruti Wagon R AMT VXI,Hyderabad,2016,35000,1,1,First,20.51,998.0,67.0,5.0,20.48,5.5,3888.89,9
4184,4314,Datsun GO NXT,Kolkata,2016,6000,1,0,First,20.63,1198.0,67.06,5.0,20.48,2.7,666.67,9
4185,4315,Ford Figo Diesel ZXI,Jaipur,2014,59327,0,0,First,20.0,1399.0,68.0,5.0,20.48,3.25,5393.36,11
4186,4316,Skoda Superb Elegance 2.0 TDI CR AT,Coimbatore,2014,81001,0,1,First,17.2,1968.0,138.1,5.0,20.48,10.9,7363.73,11
4187,4317,Hyundai i20 1.2 Magna,Kochi,2014,44612,1,0,First,18.5,1197.0,80.0,5.0,20.48,4.07,4055.64,11
4188,4318,Toyota Innova Crysta 2.8 ZX AT,Ahmedabad,2016,42388,0,1,First,11.36,2755.0,171.5,7.0,24.63,18.0,4709.78,9
4189,4319,Honda Brio V MT,Mumbai,2012,54000,1,0,First,19.4,1198.0,86.8,5.0,20.48,2.95,4153.85,13
4190,4320,Skoda Superb Elegance 2.0 TDI CR AT,Mumbai,2011,83010,0,1,First,17.2,1968.0,138.1,5.0,20.48,7.5,5929.29,14
4191,4321,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2016,65405,0,1,First,13.0,2143.0,204.0,5.0,20.48,32.73,7267.22,9
4192,4322,Toyota Fortuner 4x2 AT TRD Sportivo,Delhi,2015,36000,0,1,Second,12.55,2982.0,168.7,7.0,20.48,21.5,3600.0,10
4193,4323,Maruti SX4 ZXI MT BSIV,Pune,2008,85000,1,0,First,16.51,1586.0,103.2,5.0,20.48,2.5,5000.0,17
4194,4324,Honda Jazz 1.5 V i DTEC,Ahmedabad,2016,35000,0,0,First,27.3,1498.0,98.6,5.0,20.48,5.5,3888.89,9
4195,4325,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2012,54000,1,1,First,14.53,1794.0,138.1,5.0,20.48,7.5,4153.85,13
4196,4326,Honda City ZX VTEC,Mumbai,2007,70000,1,0,First,16.9,1497.0,100.0,5.0,20.48,1.55,3888.89,18
4197,4327,BMW X1 xDrive 20d M Sport,Kolkata,2017,27001,0,1,First,20.68,1995.0,190.0,5.0,50.26,29.0,3375.12,8
4198,4328,Maruti Swift DDiS VDI,Coimbatore,2019,41075,0,0,First,28.4,1248.0,74.0,5.0,20.48,8.4,6845.83,6
4199,4329,Mahindra KUV 100 mFALCON D75 K8,Hyderabad,2016,26000,0,0,First,25.32,1198.0,77.0,6.0,20.48,6.5,2888.89,9
4200,4330,Honda Jazz Mode,Mumbai,2010,55000,1,0,First,16.0,1198.0,90.0,5.0,20.48,2.35,3666.67,15
4201,4331,Maruti Swift ZXI,Mumbai,2016,19000,1,0,First,20.4,1197.0,81.8,5.0,20.48,5.55,2111.11,9
4202,4332,Hyundai Grand i10 Asta Option AT,Mumbai,2016,15000,1,1,First,18.9,1197.0,82.0,5.0,20.48,5.35,1666.67,9
4203,4333,Honda Amaze SX i-VTEC,Chennai,2016,37000,1,0,First,17.8,1198.0,86.7,5.0,20.48,5.25,4111.11,9
4204,4334,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2017,38712,1,0,First,18.9,1197.0,81.86,5.0,7.45,5.87,4839.0,8
4205,4335,Volkswagen Vento Diesel Comfortline,Kochi,2014,52400,0,0,First,20.54,1598.0,103.6,5.0,20.48,5.36,4763.64,11
4206,4336,Maruti Ciaz 1.3 S,Bangalore,2016,23988,0,0,First,28.09,1248.0,88.5,5.0,20.48,7.75,2665.33,9
4207,4337,Volkswagen Vento Petrol Highline AT,Kochi,2014,32283,1,1,Second,14.4,1598.0,103.6,5.0,20.48,5.41,2934.82,11
4208,4338,Hyundai i20 1.2 Magna,Bangalore,2010,52000,1,0,First,18.5,1197.0,80.0,5.0,20.48,3.65,3466.67,15
4209,4339,Honda Brio VX AT,Pune,2016,32000,1,1,First,16.5,1198.0,86.8,5.0,20.48,5.25,3555.56,9
4210,4340,Honda City i VTEC VX,Kolkata,2014,39000,1,0,First,17.4,1497.0,117.3,5.0,20.48,6.25,3545.45,11
4211,4341,Tata Nano XT,Coimbatore,2017,14149,1,0,First,23.9,624.0,37.48,4.0,20.48,3.47,1768.62,8
4212,4342,Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2006,103000,1,1,First,10.13,3498.0,364.9,5.0,20.48,8.85,5421.05,19
4213,4343,Maruti Wagon R LXI BSIII,Pune,2004,82000,1,0,First,14.0,1061.0,64.0,5.0,20.48,0.85,3904.76,21
4214,4344,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2015,34000,1,1,First,13.7,1798.0,157.75,5.0,20.48,13.65,3400.0,10
4215,4345,Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,45180,0,1,First,12.07,2967.0,241.4,7.0,20.48,50.22,5020.0,9
4216,4346,Maruti Swift ZXI Plus,Ahmedabad,2018,2000,1,0,First,22.0,1197.0,81.8,5.0,8.16,7.75,285.71,7
4217,4347,Toyota Innova 2.5 G4 Diesel 7-seater,Coimbatore,2011,82321,0,0,First,12.8,2494.0,102.0,7.0,20.48,10.05,5880.07,14
4218,4348,BMW 3 Series 320i Sedan,Kolkata,2011,7000,1,1,First,12.05,1995.0,154.0,5.0,20.48,9.75,500.0,14
4219,4349,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,27000,0,1,First,17.9,2143.0,136.0,5.0,20.48,23.0,2700.0,10
4220,4350,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,31271,0,0,First,13.68,2393.0,147.8,8.0,24.01,21.42,5211.83,6
4221,4352,Maruti Swift VDI BSIV,Delhi,2014,24000,0,0,First,25.2,1248.0,74.0,5.0,20.48,5.21,2181.82,11
4222,4353,Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2009,147000,0,0,First,12.99,2494.0,100.6,7.0,20.48,7.5,9187.5,16
4223,4355,Chevrolet Beat LT,Chennai,2010,115000,1,0,First,18.6,1199.0,79.4,5.0,20.48,1.75,7666.67,15
4224,4356,Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,82000,0,0,Second,13.8,1399.0,68.0,5.0,20.48,1.0,5466.67,15
4225,4357,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2016,20000,0,1,First,19.27,2143.0,170.0,5.0,20.48,33.0,2222.22,9
4226,4358,Toyota Etios G,Kolkata,2011,45560,1,0,First,17.6,1496.0,88.73,5.0,20.48,2.2,3254.29,14
4227,4359,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Kochi,2017,57539,0,0,First,12.8,2494.0,102.0,7.0,20.48,12.83,7192.38,8
4228,4360,BMW 6 Series Gran Coupe,Kochi,2018,20004,0,1,First,17.54,2993.0,313.0,4.0,20.48,68.94,2857.71,7
4229,4361,Skoda Rapid 1.5 TDI Ambition,Mumbai,2012,54500,0,0,First,21.13,1498.0,108.4,5.0,13.72,4.1,4192.31,13
4230,4362,Hyundai EON Magna,Jaipur,2016,27886,1,0,First,22.0,814.0,55.0,5.0,20.48,2.85,3098.44,9
4231,4363,Honda CR-V 2.4L 4WD AT,Mumbai,2007,66000,1,1,First,11.1,2354.0,158.8,5.0,20.48,3.7,3666.67,18
4232,4364,Skoda Laura Elegance 2.0 TDI CR AT,Coimbatore,2013,72202,0,1,First,20.0,1968.0,138.1,5.0,20.48,9.06,6016.83,12
4233,4365,Skoda Laura RS,Delhi,2011,70000,1,0,Second,13.4,1798.0,157.8,5.0,20.48,4.75,5000.0,14
4234,4366,Honda City i DTec S,Jaipur,2015,78233,0,0,First,26.0,1498.0,98.6,5.0,20.48,6.6,7823.3,10
4235,4367,Tata New Safari 4X4 EX,Chennai,2007,120203,0,0,Second,13.93,2179.0,138.0,7.0,20.48,3.5,6677.94,18
4236,4368,Maruti Zen Estilo LXI BS IV,Pune,2011,20575,1,0,First,19.0,998.0,67.1,5.0,20.48,2.0,1469.64,14
4237,4369,Honda Amaze S i-VTEC,Mumbai,2013,39879,1,0,First,17.8,1198.0,86.7,5.0,20.48,3.89,3323.25,12
4238,4370,Renault KWID 1.0 RXL,Jaipur,2017,31056,1,0,First,23.01,999.0,67.0,5.0,20.48,3.6,3882.0,8
4239,4371,Maruti Ciaz AT ZXi,Mumbai,2015,50940,1,1,First,19.12,1373.0,91.1,5.0,20.48,6.95,5094.0,10
4240,4372,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2016,99362,0,0,First,22.54,1396.0,88.73,5.0,20.48,7.03,11040.22,9
4241,4373,Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,2016,54000,0,0,First,13.68,2393.0,147.8,7.0,23.14,16.5,6000.0,9
4242,4374,Maruti Ciaz ZDi Plus SHVS,Coimbatore,2016,54268,0,0,First,28.09,1248.0,88.5,5.0,20.48,7.67,6029.78,9
4243,4375,Jaguar XF Diesel,Coimbatore,2012,94521,0,1,First,14.74,2993.0,270.9,5.0,20.48,23.19,7270.85,13
4244,4376,Hyundai Xcent 1.2 Kappa S,Kochi,2017,38932,1,0,First,19.1,1197.0,82.0,5.0,20.48,6.21,4866.5,8
4245,4377,Porsche Cayenne Diesel,Coimbatore,2015,60395,0,1,First,16.12,2967.0,245.0,5.0,20.48,45.82,6039.5,10
4246,4378,Hyundai Xcent 1.1 CRDi S,Mumbai,2016,29000,0,0,First,24.4,1120.0,71.0,5.0,20.48,5.95,3222.22,9
4247,4379,Audi A4 2.0 TDI Multitronic,Delhi,2011,58000,0,1,First,16.55,1968.0,140.0,5.0,20.48,11.0,4142.86,14
4248,4380,Maruti Ciaz RS ZXi Plus,Coimbatore,2016,60913,1,0,First,20.73,1373.0,91.1,5.0,20.48,7.19,6768.11,9
4249,4381,Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,2011,65000,0,0,First,12.8,2494.0,102.0,8.0,20.48,6.4,4642.86,14
4250,4382,Mercedes-Benz New C-Class 220 CDI MT,Chennai,2015,26000,0,0,First,15.8,2148.0,170.0,5.0,20.48,26.0,2600.0,10
4251,4383,Hyundai i10 Sportz,Hyderabad,2016,19947,1,0,First,20.36,1197.0,78.9,5.0,20.48,4.5,2216.33,9
4252,4384,Hyundai i10 Sportz 1.2 AT,Chennai,2011,70816,1,1,First,16.95,1197.0,78.9,5.0,20.48,3.1,5058.29,14
4253,4385,Maruti Baleno Zeta 1.3,Delhi,2015,54000,0,0,First,27.39,1248.0,74.0,5.0,20.48,5.95,5400.0,10
4254,4386,Maruti Zen Estilo 1.1 VXI BSIII,Delhi,2008,138000,1,0,First,18.2,1061.0,64.0,5.0,20.48,1.2,8117.65,17
4255,4387,BMW 7 Series 730Ld,Chennai,2014,35000,0,1,First,16.46,2993.0,258.0,5.0,20.48,52.0,3181.82,11
4256,4388,Audi Q7 4.2 TDI Quattro Technology,Bangalore,2015,50000,0,1,First,11.33,4134.0,335.2,7.0,20.48,48.0,5000.0,10
4257,4389,BMW X5 xDrive 30d,Hyderabad,2011,124652,0,1,First,11.7,2993.0,245.0,5.0,20.48,21.99,8903.71,14
4258,4390,Maruti Ritz LXI,Hyderabad,2013,80264,1,0,First,21.1,1197.0,85.8,5.0,20.48,4.3,6688.67,12
4259,4391,Nissan Sunny 2011-2014 Diesel XL,Pune,2013,125600,0,0,First,21.64,1461.0,84.8,5.0,20.48,3.75,10466.67,12
4260,4392,Toyota Corolla Altis 1.8 Limited Edition,Mumbai,2015,49000,1,0,First,14.28,1798.0,138.03,5.0,20.48,8.95,4900.0,10
4261,4393,Toyota Etios VXD,Pune,2012,111000,0,0,First,23.59,1364.0,67.1,5.0,20.48,4.75,8538.46,13
4262,4394,Toyota Corolla Altis GL MT,Coimbatore,2016,33690,1,0,First,14.28,1798.0,138.03,5.0,20.48,14.6,3743.33,9
4263,4395,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,50000,0,1,First,17.68,1968.0,174.33,5.0,20.48,17.5,3846.15,13
4264,4396,Maruti Ertiga ZDI,Kolkata,2012,38092,0,0,First,20.77,1248.0,88.8,7.0,20.48,5.2,2930.15,13
4265,4397,Hyundai Grand i10 Sportz,Coimbatore,2017,47774,1,0,First,18.9,1197.0,82.0,5.0,20.48,6.04,5971.75,8
4266,4398,Tata Indigo CS LX (TDI) BS III,Chennai,2009,167000,0,0,Second,19.09,1396.0,69.0,5.0,20.48,2.7,10437.5,16
4267,4399,Maruti Swift Dzire AMT ZDI,Chennai,2019,65000,0,1,First,26.59,1248.0,74.0,5.0,20.48,6.75,10833.33,6
4268,4400,Volkswagen Polo Petrol Highline 1.6L,Kolkata,2011,46000,1,0,First,15.26,1598.0,103.5,5.0,20.48,2.35,3285.71,14
4269,4401,Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,2017,16500,1,0,First,23.84,1199.0,84.0,5.0,6.29,5.0,2062.5,8
4270,4402,Honda City i VTEC VX,Kolkata,2016,39000,1,0,First,17.8,1497.0,117.3,5.0,20.48,6.95,4333.33,9
4271,4403,Honda Amaze V Petrol,Jaipur,2018,6000,1,0,First,19.5,1199.0,86.76,5.0,8.18,6.7,857.14,7
4272,4404,Audi A4 35 TDI Premium,Hyderabad,2015,60000,0,1,First,17.11,1968.0,174.33,5.0,20.48,25.0,6000.0,10
4273,4405,Volkswagen Vento Petrol Highline AT,Chennai,2011,97320,1,1,First,14.4,1598.0,103.6,5.0,20.48,3.75,6951.43,14
4274,4406,Volkswagen Vento Diesel Trendline,Chennai,2011,99807,0,0,First,20.54,1598.0,103.6,5.0,20.48,3.75,7129.07,14
4275,4407,Honda City 1.5 S MT,Pune,2013,46000,1,0,First,17.0,1497.0,118.0,5.0,20.48,5.1,3833.33,12
4276,4408,Maruti Wagon R LXI,Mumbai,2010,12000,1,0,First,22.5,998.0,67.04,5.0,5.04,2.45,800.0,15
4277,4409,Skoda Superb 2.8 V6 AT,Kolkata,2005,13002,1,1,First,9.3,2771.0,193.1,5.0,20.48,3.25,650.1,20
4278,4410,Honda City i DTEC SV,Kolkata,2014,26000,0,0,First,26.0,1498.0,98.6,5.0,20.48,5.5,2363.64,11
4279,4412,Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,27833,0,1,First,0.0,2987.0,165.0,5.0,20.48,49.24,3092.56,9
4280,4413,Maruti Alto 800 LXI,Kochi,2016,51639,1,0,First,22.74,796.0,47.3,5.0,20.48,3.04,5737.67,9
4281,4414,Hyundai i20 Magna 1.2,Delhi,2015,21000,1,0,First,18.6,1197.0,81.83,5.0,20.48,4.9,2100.0,10
4282,4415,Ford Ecosport 1.5 DV5 MT Trend,Bangalore,2013,90000,0,0,First,22.7,1498.0,89.84,5.0,20.48,6.25,7500.0,12
4283,4416,BMW 3 Series GT 320d Luxury Line,Hyderabad,2015,36255,0,1,First,19.59,1995.0,184.0,5.0,20.48,33.0,3625.5,10
4284,4417,BMW X5 xDrive 30d,Chennai,2011,58000,0,1,Second,11.7,2993.0,245.0,5.0,20.48,27.0,4142.86,14
4285,4418,Honda Amaze S i-Vtech,Coimbatore,2014,48997,1,0,Second,18.0,1198.0,86.7,5.0,20.48,5.21,4454.27,11
4286,4419,Ford EcoSport 1.5 Ti VCT MT Titanium,Mumbai,2014,31130,1,0,First,15.85,1499.0,110.4,5.0,20.48,5.75,2830.0,11
4287,4420,Jaguar XF 3.0 Litre S Premium Luxury,Coimbatore,2012,75668,0,1,First,14.74,2993.0,270.9,5.0,20.48,16.58,5820.62,13
4288,4421,Toyota Corolla 1.8 J,Delhi,2015,12000,1,0,First,14.53,1798.0,138.0,5.0,20.48,11.0,1200.0,10
